YMD,roadname,diretion,timezone,carValume,weekday,rain
20160626,民權東路,往西,下午尖峰,1710.0,7,6
20160627,民權東路,往西,下午尖峰,2434.5,1,0
20160628,民權東路,往西,下午尖峰,2386.30517578,2,37
20160629,民權東路,往西,下午尖峰,2486.27124023,3,60
20160630,民權東路,往西,下午尖峰,2391.0,4,1
20160706,民權東路,往西,下午尖峰,2441.31347656,3,0
20160707,民權東路,往西,下午尖峰,2574.5,4,15
20160710,民權東路,往西,下午尖峰,1953.0,7,44
20160711,民權東路,往西,下午尖峰,2601.37280273,1,7
20160712,民權東路,往西,下午尖峰,2632.16113281,2,3
20160713,民權東路,往西,下午尖峰,2447.0,3,0
20160714,民權東路,往西,下午尖峰,2380.0,4,0
20160715,民權東路,往西,下午尖峰,2687.0,5,0
20160716,民權東路,往西,下午尖峰,1912.0,6,0
20160717,民權東路,往西,下午尖峰,1659.5,7,2
20160718,民權東路,往西,下午尖峰,1650.5,7,22
20160719,民權東路,往西,下午尖峰,2416.0,2.0,5
20160720,民權東路,往西,下午尖峰,3023.5,3,16
20160721,民權東路,往西,下午尖峰,2402.0,4,0
20160722,民權東路,往西,下午尖峰,2444.72412109,5,0
20160723,民權東路,往西,下午尖峰,1840.0,6,0
20160724,民權東路,往西,下午尖峰,1588.0,7,0
20160725,民權東路,往西,下午尖峰,2443.63793945,1,0
20160726,民權東路,往西,下午尖峰,2421.0,2,0
20160727,民權東路,往西,下午尖峰,2376.0,3,0
20160728,民權東路,往西,下午尖峰,2625.5,4,0
20160729,民權東路,往西,下午尖峰,2356.0,5,0
20160730,民權東路,往西,下午尖峰,1871.0,6,0
20160731,民權東路,往西,下午尖峰,1697.5,7,0
20160801,民權東路,往西,下午尖峰,2714.0,1,1
20160802,民權東路,往西,下午尖峰,2688.5,2,0
20160803,民權東路,往西,下午尖峰,2337.5,3,0
20160804,民權東路,往西,下午尖峰,2594.80517578,4,0
20160805,民權東路,往西,下午尖峰,2719.77587891,5,0
20160807,民權東路,往西,下午尖峰,1692.93103027,7,15
20160810,民權東路,往西,下午尖峰,2516.86206055,3,9
20160811,民權東路,往西,下午尖峰,2326.75854492,4,26
20160812,民權東路,往西,下午尖峰,2424.48681641,5,0
20160813,民權東路,往西,下午尖峰,1891.70690918,6,6
20160814,民權東路,往西,下午尖峰,1727.22033691,7,0
20160815,民權東路,往西,下午尖峰,2450.77124023,1,0
20160816,民權東路,往西,下午尖峰,2333.04077148,2,0
20160817,民權東路,往西,下午尖峰,2410.36206055,3,0
20160818,民權東路,往西,下午尖峰,2491.78125,4,20
20160819,民權東路,往西,下午尖峰,2414.25415039,5,2
20160820,民權東路,往西,下午尖峰,1839.89660645,6,0
20160821,民權東路,往西,下午尖峰,1725.83728027,7,0
20160822,民權東路,往西,下午尖峰,2346.75,1,0
20160823,民權東路,往西,下午尖峰,2838.06884766,2,1
20160824,民權東路,往西,下午尖峰,2391.35595703,3,0
20160825,民權東路,往西,下午尖峰,2343.70336914,4,0
20160826,民權東路,往西,下午尖峰,2506.15527344,5,0
20160827,民權東路,往西,下午尖峰,1925.74133301,6,36
20160828,民權東路,往西,下午尖峰,1706.18969727,7,15
20160829,民權東路,往西,下午尖峰,2384.11865234,1,0
20160830,民權東路,往西,下午尖峰,2338.82299805,2,0
20160831,民權東路,往西,下午尖峰,2351.73022461,3,0
20160901,民權東路,往西,下午尖峰,2424.9284668,4,0
20160902,民權東路,往西,下午尖峰,2332.37939453,5,12
20160903,民權東路,往西,下午尖峰,2017.21191406,6,2
20160904,民權東路,往西,下午尖峰,1921.63793945,7,1
20160905,民權東路,往西,下午尖峰,2548.05175781,1,1
20160906,民權東路,往西,下午尖峰,2526.01733398,2,5
20160907,民權東路,往西,下午尖峰,2514.31030273,3,2
20160910,民權東路,往西,下午尖峰,2824.81030273,6,35
20160911,民權東路,往西,下午尖峰,1919.89477539,7,0
20160912,民權東路,往西,下午尖峰,2656.67993164,1,6
20160913,民權東路,往西,下午尖峰,3219.4375,2,2
20160914,民權東路,往西,下午尖峰,2732.06665039,3,19
20160915,民權東路,往西,下午尖峰,1492.36206055,4,1
20160916,民權東路,往西,下午尖峰,1635.17236328,5,1
20160917,民權東路,往西,下午尖峰,1298.58618164,6,65
20160918,民權東路,往西,下午尖峰,1783.0,7,29
