YMD,roadname,diretion,timezone,carValume,weekday,rain
20160617,民權東路,往西,上午尖峰,1582.0,5,83
20160618,民權東路,往西,上午尖峰,1061.0,6,22
20160619,民權東路,往西,上午尖峰,790.0,7,0
20160620,民權東路,往西,上午尖峰,1741.5,1,0
20160621,民權東路,往西,上午尖峰,1778.38134766,2,2
20160622,民權東路,往西,上午尖峰,1634.13635254,3,0
20160623,民權東路,往西,上午尖峰,1699.0,4,0
20160624,民權東路,往西,上午尖峰,1994.0,5,5
20160625,民權東路,往西,上午尖峰,1015.0,6,0
20160626,民權東路,往西,上午尖峰,804.5,7,6
20160627,民權東路,往西,上午尖峰,1701.5,1,0
20160628,民權東路,往西,上午尖峰,1681.0,2,37
20160629,民權東路,往西,上午尖峰,1633.0,3,60
20160630,民權東路,往西,上午尖峰,1495.0,4,1
20160706,民權東路,往西,上午尖峰,1572.82202148,3,0
20160707,民權東路,往西,上午尖峰,1467.3729248,4,15
20160710,民權東路,往西,上午尖峰,830.5,7,44
20160711,民權東路,往西,上午尖峰,1617.5,1,7
20160712,民權東路,往西,上午尖峰,1539.5,2,3
20160713,民權東路,往西,上午尖峰,1630.5,3,0
20160714,民權東路,往西,上午尖峰,1593.5,4,0
20160715,民權東路,往西,上午尖峰,1613.5,5,0
20160716,民權東路,往西,上午尖峰,958.0,6,0
20160717,民權東路,往西,上午尖峰,771.0,7,2
20160718,民權東路,往西,上午尖峰,829.0,7,22
20160719,民權東路,往西,上午尖峰,1556.8729248,2.0,5
20160720,民權東路,往西,上午尖峰,1636.34741211,3,16
20160721,民權東路,往西,上午尖峰,1619.30505371,4,0
20160722,民權東路,往西,上午尖峰,1493.0,5,0
20160723,民權東路,往西,上午尖峰,921.5,6,0
20160724,民權東路,往西,上午尖峰,759.0,7,0
20160725,民權東路,往西,上午尖峰,1418.23730469,1,0
20160726,民權東路,往西,上午尖峰,1550.16943359,2,0
20160727,民權東路,往西,上午尖峰,1570.75866699,3,0
20160728,民權東路,往西,上午尖峰,1698.0,4,0
20160729,民權東路,往西,上午尖峰,1910.0,5,0
20160730,民權東路,往西,上午尖峰,1020.29412842,6,0
20160731,民權東路,往西,上午尖峰,740.5,7,0
20160801,民權東路,往西,上午尖峰,1426.0,1,1
20160802,民權東路,往西,上午尖峰,1576.5,2,0
20160803,民權東路,往西,上午尖峰,1584.0,3,0
20160804,民權東路,往西,上午尖峰,1604.5,4,0
20160805,民權東路,往西,上午尖峰,1620.28808594,5,0
20160807,民權東路,往西,上午尖峰,712.5,7,15
20160810,民權東路,往西,上午尖峰,1578.0,3,9
20160811,民權東路,往西,上午尖峰,1623.5,4,26
20160812,民權東路,往西,上午尖峰,1542.15258789,5,0
20160813,民權東路,往西,上午尖峰,941.0,6,6
20160814,民權東路,往西,上午尖峰,715.0,7,0
20160815,民權東路,往西,上午尖峰,1418.5,1,0
20160816,民權東路,往西,上午尖峰,1673.8729248,2,0
20160817,民權東路,往西,上午尖峰,1958.0,3,0
20160818,民權東路,往西,上午尖峰,1536.5,4,20
20160819,民權東路,往西,上午尖峰,1692.0,5,2
20160820,民權東路,往西,上午尖峰,919.5,6,0
20160821,民權東路,往西,上午尖峰,711.0,7,0
20160822,民權東路,往西,上午尖峰,1653.5,1,0
20160823,民權東路,往西,上午尖峰,1634.0,2,1
20160824,民權東路,往西,上午尖峰,1536.5,3,0
20160825,民權東路,往西,上午尖峰,1502.0,4,0
20160826,民權東路,往西,上午尖峰,1563.5,5,0
20160827,民權東路,往西,上午尖峰,912.0,6,36
20160828,民權東路,往西,上午尖峰,670.5,7,15
20160829,民權東路,往西,上午尖峰,1747.0,1,0
20160830,民權東路,往西,上午尖峰,1619.5,2,0
20160831,民權東路,往西,上午尖峰,1735.0,3,0
20160901,民權東路,往西,上午尖峰,1750.01696777,4,0
20160902,民權東路,往西,上午尖峰,1646.5,5,12
20160903,民權東路,往西,上午尖峰,995.5,6,2
20160904,民權東路,往西,上午尖峰,711.5,7,1
20160905,民權東路,往西,上午尖峰,1777.0,1,1
20160906,民權東路,往西,上午尖峰,1669.27587891,2,5
20160907,民權東路,往西,上午尖峰,1759.6315918,3,2
20160910,民權東路,往西,上午尖峰,1600.0,6,35
20160911,民權東路,往西,上午尖峰,758.5,7,0
20160912,民權東路,往西,上午尖峰,1785.5,1,6
20160913,民權東路,往西,上午尖峰,1855.5,2,2
20160914,民權東路,往西,上午尖峰,2035.0,3,19
20160915,民權東路,往西,上午尖峰,813.0,4,1
20160916,民權東路,往西,上午尖峰,705.5,5,1
20160917,民權東路,往西,上午尖峰,565.0,6,65
20160918,民權東路,往西,上午尖峰,659.0,7,29
