YMD,roadname,diretion,timezone,carValume,weekday,rain
20160819,民權東路,往東,上午尖峰,3210.5,5,2
20160820,民權東路,往東,上午尖峰,1624.0,6,0
20160821,民權東路,往東,上午尖峰,1229.0,7,0
20160822,民權東路,往東,上午尖峰,3357.5,1,0
20160823,民權東路,往東,上午尖峰,3571.5,2,1
20160824,民權東路,往東,上午尖峰,3381.0,3,0
20160825,民權東路,往東,上午尖峰,3241.0,4,0
20160826,民權東路,往東,上午尖峰,3140.0,5,0
20160827,民權東路,往東,上午尖峰,1668.0,6,36
20160828,民權東路,往東,上午尖峰,1124.0,7,15
20160829,民權東路,往東,上午尖峰,3470.5,1,0
20160830,民權東路,往東,上午尖峰,3520.5,2,0
20160831,民權東路,往東,上午尖峰,3473.0,3,0
20160901,民權東路,往東,上午尖峰,3493.0,4,0
20160902,民權東路,往東,上午尖峰,3782.0,5,12
20160903,民權東路,往東,上午尖峰,1782.0,6,2
20160904,民權東路,往東,上午尖峰,1138.5,7,1
20160905,民權東路,往東,上午尖峰,3179.0,1,1
20160906,民權東路,往東,上午尖峰,3484.5,2,5
20160907,民權東路,往東,上午尖峰,3480.5,3,2
20160910,民權東路,往東,上午尖峰,3470.5,6,35
20160911,民權東路,往東,上午尖峰,1545.5,7,0
20160912,民權東路,往東,上午尖峰,3233.5,1,6
20160913,民權東路,往東,上午尖峰,3614.5,2,2
20160914,民權東路,往東,上午尖峰,3495.0,3,19
20160915,民權東路,往東,上午尖峰,1275.5,4,1
20160916,民權東路,往東,上午尖峰,1141.0,5,1
20160917,民權東路,往東,上午尖峰,849.0,6,65
20160918,民權東路,往東,上午尖峰,1107.5,7,29
