YMD,roadname,diretion,timezone,carValume,weekday,rain
20160822,舊宗路,往北,上午尖峰,6231.80078125,1,0
20160823,舊宗路,往北,上午尖峰,6126.04760742,2,1
20160824,舊宗路,往北,上午尖峰,6122.0,3,0
20160825,舊宗路,往北,上午尖峰,5852.0,4,0
20160826,舊宗路,往北,上午尖峰,5907.0,5,0
20160827,舊宗路,往北,上午尖峰,2397.0,6,36
20160828,舊宗路,往北,上午尖峰,1685.48303223,7,15
20160829,舊宗路,往北,上午尖峰,6668.24584961,1,0
20160830,舊宗路,往北,上午尖峰,6174.5,2,0
20160831,舊宗路,往北,上午尖峰,5959.0,3,0
20160901,舊宗路,往北,上午尖峰,6196.5,4,0
20160902,舊宗路,往北,上午尖峰,6081.0,5,12
20160903,舊宗路,往北,上午尖峰,2746.0,6,2
20160904,舊宗路,往北,上午尖峰,1452.0,7,1
20160905,舊宗路,往北,上午尖峰,6296.5,1,1
20160906,舊宗路,往北,上午尖峰,6408.43212891,2,5
20160907,舊宗路,往北,上午尖峰,6446.5,3,2
20160910,舊宗路,往北,上午尖峰,5011.21191406,6,35
20160911,舊宗路,往北,上午尖峰,1847.0,7,0
20160912,舊宗路,往北,上午尖峰,6390.73730469,1,6
20160913,舊宗路,往北,上午尖峰,6088.0,2,2
20160914,舊宗路,往北,上午尖峰,5968.0,3,19
20160915,舊宗路,往北,上午尖峰,1591.5,4,1
20160916,舊宗路,往北,上午尖峰,1763.0,5,1
20160917,舊宗路,往北,上午尖峰,1563.5,6,65
20160918,舊宗路,往北,上午尖峰,1423.5,7,29
