YMD,roadname,diretion,timezone,carValume,weekday,rain
20160724,舊宗路,往南,上午尖峰,282.0,7,0
20160725,舊宗路,往南,上午尖峰,830.5,1,0
20160726,舊宗路,往南,上午尖峰,884.0,2,0
20160727,舊宗路,往南,上午尖峰,818.5,3,0
20160728,舊宗路,往南,上午尖峰,841.0,4,0
20160729,舊宗路,往南,上午尖峰,851.0,5,0
20160730,舊宗路,往南,上午尖峰,379.705871582,6,0
20160731,舊宗路,往南,上午尖峰,204.0,7,0
20160801,舊宗路,往南,上午尖峰,844.0,1,1
20160802,舊宗路,往南,上午尖峰,871.0,2,0
20160803,舊宗路,往南,上午尖峰,1205.85913086,3,0
20160804,舊宗路,往南,上午尖峰,1142.49304199,4,0
20160805,舊宗路,往南,上午尖峰,835.0,5,0
20160807,舊宗路,往南,上午尖峰,204.0,7,15
20160810,舊宗路,往南,上午尖峰,821.5,3,9
20160811,舊宗路,往南,上午尖峰,1142.49304199,4,26
20160812,舊宗路,往南,上午尖峰,1183.59399414,5,0
20160813,舊宗路,往南,上午尖峰,441.940673828,6,6
20160814,舊宗路,往南,上午尖峰,251.0,7,0
20160815,舊宗路,往南,上午尖峰,838.0,1,0
20160816,舊宗路,往南,上午尖峰,824.5,2,0
20160817,舊宗路,往南,上午尖峰,838.0,3,0
20160818,舊宗路,往南,上午尖峰,826.5,4,20
20160819,舊宗路,往南,上午尖峰,1575.5,5,2
20160820,舊宗路,往南,上午尖峰,440.5,6,0
20160821,舊宗路,往南,上午尖峰,1106.46081543,7,0
20160822,舊宗路,往南,上午尖峰,1106.46081543,1,0
20160823,舊宗路,往南,上午尖峰,1095.44042969,2,1
20160824,舊宗路,往南,上午尖峰,846.5,3,0
20160825,舊宗路,往南,上午尖峰,827.0,4,0
20160826,舊宗路,往南,上午尖峰,927.5,5,0
20160827,舊宗路,往南,上午尖峰,380.0,6,36
20160828,舊宗路,往南,上午尖峰,233.0,7,15
20160829,舊宗路,往南,上午尖峰,839.5,1,0
20160830,舊宗路,往南,上午尖峰,909.5,2,0
20160831,舊宗路,往南,上午尖峰,978.5,3,0
20160901,舊宗路,往南,上午尖峰,838.0,4,0
20160902,舊宗路,往南,上午尖峰,988.5,5,12
20160903,舊宗路,往南,上午尖峰,482.0,6,2
20160904,舊宗路,往南,上午尖峰,1106.46081543,7,1
20160905,舊宗路,往南,上午尖峰,1027.0,1,1
20160906,舊宗路,往南,上午尖峰,940.5,2,5
20160907,舊宗路,往南,上午尖峰,904.5,3,2
20160910,舊宗路,往南,上午尖峰,847.5,6,35
20160911,舊宗路,往南,上午尖峰,289.0,7,0
20160912,舊宗路,往南,上午尖峰,905.5,1,6
20160913,舊宗路,往南,上午尖峰,1111.0,2,2
20160914,舊宗路,往南,上午尖峰,1145.98303223,3,19
20160915,舊宗路,往南,上午尖峰,303.5,4,1
20160916,舊宗路,往南,上午尖峰,285.0,5,1
20160917,舊宗路,往南,上午尖峰,222.5,6,65
20160918,舊宗路,往南,上午尖峰,249.0,7,29
