YMD,roadname,diretion,timezone,carValume,weekday,rain
20160606,堤頂大道,往北,下午尖峰,13093.3123779,1,34
20160607,堤頂大道,往北,下午尖峰,13447.192627,2,4
20160610,堤頂大道,往北,下午尖峰,8784.61437988,5,3
20160613,堤頂大道,往北,下午尖峰,11833.0407715,1,37
20160614,堤頂大道,往北,下午尖峰,12244.3018799,2,45
20160615,堤頂大道,往北,下午尖峰,12463.4127197,3,0
20160616,堤頂大道,往北,下午尖峰,12764.4007568,4,0
20160617,堤頂大道,往北,下午尖峰,13831.15979,5,83
20160618,堤頂大道,往北,下午尖峰,11860.727417,6,22
20160619,堤頂大道,往北,下午尖峰,10664.0682373,7,0
20160620,堤頂大道,往北,下午尖峰,12286.7229004,1,0
20160621,堤頂大道,往北,下午尖峰,12154.5318604,2,2
20160622,堤頂大道,往北,下午尖峰,12746.5709229,3,0
20160623,堤頂大道,往北,下午尖峰,12648.1772461,4,0
20160624,堤頂大道,往北,下午尖峰,13465.1843262,5,5
20160625,堤頂大道,往北,下午尖峰,12411.0375977,6,0
20160626,堤頂大道,往北,下午尖峰,9394.45452881,7,6
20160627,堤頂大道,往北,下午尖峰,12417.8244629,1,0
20160628,堤頂大道,往北,下午尖峰,12657.5050659,2,37
20160629,堤頂大道,往北,下午尖峰,13040.3101807,3,60
20160630,堤頂大道,往北,下午尖峰,13241.2749023,4,1
20160706,堤頂大道,往北,下午尖峰,13443.8129883,3,0
20160707,堤頂大道,往北,下午尖峰,12359.5496826,4,15
20160710,堤頂大道,往北,下午尖峰,11041.9727173,7,44
20160711,堤頂大道,往北,下午尖峰,12970.2076416,1,7
20160712,堤頂大道,往北,下午尖峰,12357.8922119,2,3
20160713,堤頂大道,往北,下午尖峰,12740.4707031,3,0
20160714,堤頂大道,往北,下午尖峰,12653.2731934,4,0
20160715,堤頂大道,往北,下午尖峰,13156.9449463,5,0
20160716,堤頂大道,往北,下午尖峰,11339.25,6,0
20160717,堤頂大道,往北,下午尖峰,9699.5,7,2
20160718,堤頂大道,往北,下午尖峰,10561.2088013,7,22
20160719,堤頂大道,往北,下午尖峰,12431.6143799,2.0,5
20160720,堤頂大道,往北,下午尖峰,13222.751709,3,16
20160721,堤頂大道,往北,下午尖峰,12743.0935059,4,0
20160722,堤頂大道,往北,下午尖峰,13373.3138428,5,0
20160723,堤頂大道,往北,下午尖峰,11135.0,6,0
20160724,堤頂大道,往北,下午尖峰,9701.75,7,0
20160725,堤頂大道,往北,下午尖峰,12327.5656738,1,0
20160726,堤頂大道,往北,下午尖峰,11754.538208,2,0
20160727,堤頂大道,往北,下午尖峰,12766.220459,3,0
20160728,堤頂大道,往北,下午尖峰,13335.5031738,4,0
20160729,堤頂大道,往北,下午尖峰,12908.2625732,5,0
20160730,堤頂大道,往北,下午尖峰,10356.75,6,0
20160731,堤頂大道,往北,下午尖峰,8985.35168457,7,0
20160801,堤頂大道,往北,下午尖峰,12413.1324463,1,1
20160802,堤頂大道,往北,下午尖峰,13453.6799316,2,0
20160803,堤頂大道,往北,下午尖峰,12924.036499,3,0
20160804,堤頂大道,往北,下午尖峰,12885.0101318,4,0
20160805,堤頂大道,往北,下午尖峰,13469.3498535,5,0
20160807,堤頂大道,往北,下午尖峰,9993.5402832,7,15
20160810,堤頂大道,往北,下午尖峰,12726.0648193,3,9
20160811,堤頂大道,往北,下午尖峰,13109.7541504,4,26
20160812,堤頂大道,往北,下午尖峰,13735.7844238,5,0
20160813,堤頂大道,往北,下午尖峰,11369.9576416,6,6
20160814,堤頂大道,往北,下午尖峰,9987.21191406,7,0
20160815,堤頂大道,往北,下午尖峰,12430.7440186,1,0
20160816,堤頂大道,往北,下午尖峰,12474.5629883,2,0
20160817,堤頂大道,往北,下午尖峰,12058.3724365,3,0
20160818,堤頂大道,往北,下午尖峰,12715.5169678,4,20
20160819,堤頂大道,往北,下午尖峰,13939.4958496,5,2
20160820,堤頂大道,往北,下午尖峰,10757.0,6,0
20160821,堤頂大道,往北,下午尖峰,9412.5,7,0
20160822,堤頂大道,往北,下午尖峰,10645.8188477,1,0
20160823,堤頂大道,往北,下午尖峰,14275.2525635,2,1
20160824,堤頂大道,往北,下午尖峰,10767.47229,3,0
20160825,堤頂大道,往北,下午尖峰,12555.1085205,4,0
20160826,堤頂大道,往北,下午尖峰,13870.1738281,5,0
20160827,堤頂大道,往北,下午尖峰,11039.5,6,36
20160828,堤頂大道,往北,下午尖峰,9765.17236328,7,15
20160829,堤頂大道,往北,下午尖峰,12750.402832,1,0
20160830,堤頂大道,往北,下午尖峰,12979.8898926,2,0
20160831,堤頂大道,往北,下午尖峰,13184.3057861,3,0
20160901,堤頂大道,往北,下午尖峰,13554.7064209,4,0
20160902,堤頂大道,往北,下午尖峰,12947.9655762,5,12
20160903,堤頂大道,往北,下午尖峰,12789.1523438,6,2
20160904,堤頂大道,往北,下午尖峰,10176.0296631,7,1
20160905,堤頂大道,往北,下午尖峰,13020.0357666,1,1
20160906,堤頂大道,往北,下午尖峰,13046.1101074,2,5
20160907,堤頂大道,往北,下午尖峰,13747.6043701,3,2
20160910,堤頂大道,往北,下午尖峰,13927.1716309,6,35
20160911,堤頂大道,往北,下午尖峰,11768.3234863,7,0
20160912,堤頂大道,往北,下午尖峰,12952.8601074,1,6
20160913,堤頂大道,往北,下午尖峰,13778.30896,2,2
20160914,堤頂大道,往北,下午尖峰,13867.8548584,3,19
20160915,堤頂大道,往北,下午尖峰,8020.56646729,4,1
20160916,堤頂大道,往北,下午尖峰,9524.46655273,5,1
20160917,堤頂大道,往北,下午尖峰,7602.63708496,6,65
20160918,堤頂大道,往北,下午尖峰,9372.13708496,7,29
